country_num	wevent	wpart_all	lpopw_part_all	duration	election_number	t_vote	t1_vote	vote_change	government	prime_minister	day_t1	month_t1	year_t1	day_t	month_t	year_t	imf	bailout	crisis_election	party_name	unemployment_change	debt_change	gdp_change	east	country_iso	parfam	party_mainstream	party_left
3	55.0	280325.0	94701.35435342789	48.0	1	19.9	3.0	-16.9	1	0	14	7	2009	11	7	2005	1	1	1	"NDSV (Simeon II)"	-3.7	-12.9	50.21113	1	"BG"	3.0	1.0	0.0
3	47.0	44812.0	15138.70357081294	46.0	2	3.0	1.6	-1.4	0	0	12	5	2013	14	7	2009	0	0	1	"NDSV (Simeon II)"	7.4	4.3	14.33467	1	"BG"	3.0	1.0	0.0
3	21.0	1149252.5	388248.52406430244	49.0	0	42.74	19.9	-22.84	1	1	11	7	2005	17	6	2001	1	1	0	"NDSV (Simeon II)"	-9.9	-38.5	49.53288	1	"BG"	3.0	1.0	0.0
3	3.0	2049.0	692.2075157165527	17.0	3	3.7	7.3	3.6	0	0	5	10	2014	12	5	2013	0	0	1	"National Front for the Salvation of Bulgaria (NFSB)"	-9.9	-38.5	49.53288	1	"BG"	6.0	0.0	0.0
3	55.0	280325.0	94701.35435342789	48.0	1	0.0	7.3	7.3	0	0	14	7	2009	11	7	2005	1	1	1	"Order, Law and Justice (RZS)/Lider"	-3.7	-12.9	50.21113	1	"BG"	2.0	1.0	0.0
3	47.0	44812.0	15138.70357081294	46.0	2	7.3	1.7	-5.6	0	0	12	5	2013	14	7	2009	0	0	1	"Order, Law and Justice (RZS)/Lider"	7.4	4.3	14.33467	1	"BG"	2.0	1.0	0.0
3	21.0	1149252.5	388248.52406430244	49.0	0	0.0	8.1	8.1	0	0	11	7	2005	17	6	2001	1	1	0	"Party Ataka"	-9.9	-38.5	49.53288	1	"BG"	6.0	0.0	0.0
3	47.0	44812.0	15138.70357081294	46.0	2	9.4	7.3	-2.1	0	0	12	5	2013	14	7	2009	0	0	1	"Party Ataka"	7.4	4.3	14.33467	1	"BG"	6.0	0.0	0.0
3	11.0	129500.0	43748.59864807129	18.0	-1	0.0	0.0	0.0	0	0	17	6	2001	19	4	1997	0	0	0	"Party Ataka"	8.6	-42.3	73.93001	1	"BG"	6.0	0.0	0.0
3	55.0	280325.0	94701.35435342789	48.0	1	8.1	9.4	1.3	0	0	14	7	2009	11	7	2005	1	1	1	"Party Ataka"	-3.7	-12.9	50.21113	1	"BG"	6.0	0.0	0.0
3	3.0	2049.0	692.2075157165527	17.0	3	0.0	8.9	8.9	0	0	5	10	2014	12	5	2013	0	0	1	"Reformist Bloc (RB)"	-9.9	-38.5	49.53288	1	"BG"	2.0	1.0	0.0
3	21.0	1149252.5	388248.52406430244	49.0	0	17.15	31.0	13.85	0	0	11	7	2005	17	6	2001	1	1	0	"Socialists (Koalition for Bulgaria)"	-9.9	-38.5	49.53288	1	"BG"	1.0	1.0	1.0
3	55.0	280325.0	94701.35435342789	48.0	1	31.0	17.8	-13.2	1	1	14	7	2009	11	7	2005	1	1	1	"Socialists (Koalition for Bulgaria)"	-3.7	-12.9	50.21113	1	"BG"	1.0	1.0	1.0
3	47.0	44812.0	15138.70357081294	46.0	2	17.8	26.6	8.8	0	0	12	5	2013	14	7	2009	0	0	1	"Socialists (Koalition for Bulgaria)"	7.4	4.3	14.33467	1	"BG"	1.0	1.0	1.0
3	11.0	129500.0	43748.59864807129	18.0	-1	22.0	17.15	-4.85	0	0	17	6	2001	19	4	1997	0	0	0	"Socialists (Koalition for Bulgaria)"	8.6	-42.3	73.93001	1	"BG"	1.0	1.0	1.0
3	47.0	44812.0	15138.70357081294	46.0	2	14.1	11.3	-2.8	0	0	12	5	2013	14	7	2009	0	0	1	"Turkish minority party (DPS)"	7.4	4.3	14.33467	1	"BG"	3.0	1.0	0.0
3	55.0	280325.0	94701.35435342789	48.0	1	12.8	14.1	1.3	1	0	14	7	2009	11	7	2005	1	1	1	"Turkish minority party (DPS)"	-3.7	-12.9	50.21113	1	"BG"	3.0	1.0	0.0
3	21.0	1149252.5	388248.52406430244	49.0	0	7.45	12.8	5.35	1	0	11	7	2005	17	6	2001	1	1	0	"Turkish minority party (DPS)"	-9.9	-38.5	49.53288	1	"BG"	3.0	1.0	0.0
3	11.0	129500.0	43748.59864807129	18.0	-1	7.6	7.45	-0.15	0	0	17	6	2001	19	4	1997	0	0	0	"Turkish minority party (DPS)"	8.6	-42.3	73.93001	1	"BG"	3.0	1.0	0.0
3	55.0	280325.0	94701.35435342789	48.0	1	8.9	1.7	-7.2	0	0	14	7	2009	11	7	2005	1	1	1	"others"	-3.7	-12.9	50.21113	1	"BG"	7.0	0.0	0.0
3	47.0	44812.0	15138.70357081294	46.0	2	1.7	16.7	15.0	0	0	12	5	2013	14	7	2009	0	0	1	"others"	7.4	4.3	14.33467	1	"BG"	7.0	0.0	0.0
3	21.0	1149252.5	388248.52406430244	49.0	0	7.41	8.9	1.49	0	0	11	7	2005	17	6	2001	1	1	0	"others"	-9.9	-38.5	49.53288	1	"BG"	7.0	0.0	0.0
3	11.0	129500.0	43748.59864807129	18.0	-1	7.4	7.41	0.01	0	0	17	6	2001	19	4	1997	0	0	0	"others"	8.6	-42.3	73.93001	1	"BG"	7.0	0.0	0.0
4	11.0	296260.0	94705.2595565319	48.0	2	5.4	4.11	-1.29	0	0	18	10	2015	23	10	2011	0	0	1	"BDP"	0.7	1.3	5.409647145	0	"CH"	2.0	1.0	0.0
4	13.0	14574.0	4658.862020730972	48.0	1	0.0	5.4	5.4	1	0	23	10	2011	21	10	2007	0	0	1	"BDP"	0.6	-2.9	44.18846	0	"CH"	2.0	1.0	0.0
4	13.0	14574.0	4658.862020730972	48.0	1	14.5	12.9	-1.6	1	0	23	10	2011	21	10	2007	0	0	1	"CVP+CSP"	0.6	-2.9	44.18846	0	"CH"	2.0	1.0	0.0
4	11.0	296260.0	94705.2595565319	48.0	2	12.3	11.61	-0.69	1	0	18	10	2015	23	10	2011	0	0	1	"CVP+CSP"	0.7	1.3	5.409647145	0	"CH"	2.0	1.0	0.0
4	41.0	114215.0	36511.04136887193	46.0	-1	16.2	14.36	-1.84	1	0	19	10	2003	24	10	1999	0	0	0	"CVP+CSP"	1.2	3.6	15.34998	0	"CH"	2.0	1.0	0.0
4	9.0	2810.0	898.2710380554199	48.0	0	14.36	14.5	0.14	1	0	21	10	2007	19	10	2003	0	0	0	"CVP+CSP"	-0.5	-9.9	11.14783	0	"CH"	2.0	1.0	0.0
4	11.0	296260.0	94705.2595565319	48.0	2	15.1	16.39	1.29	1	0	18	10	2015	23	10	2011	0	0	1	"FDP+LP"	0.7	1.3	5.409647145	0	"CH"	3.0	1.0	0.0
4	9.0	2810.0	898.2710380554199	48.0	0	17.34	15.67	-1.67	1	0	21	10	2007	19	10	2003	0	0	0	"FDP+LP"	-0.5	-9.9	11.14783	0	"CH"	3.0	1.0	0.0
4	13.0	14574.0	4658.862020730972	48.0	1	15.67	14.55	-1.12	1	0	23	10	2011	21	10	2007	0	0	1	"FDP+LP"	0.6	-2.9	44.18846	0	"CH"	3.0	1.0	0.0
4	41.0	114215.0	36511.04136887193	46.0	-1	22.2	17.34	-4.86	1	0	19	10	2003	24	10	1999	0	0	0	"FDP+LP"	1.2	3.6	15.34998	0	"CH"	3.0	1.0	0.0
4	13.0	14574.0	4658.862020730972	48.0	1	0.0	5.4	5.4	0	0	23	10	2011	21	10	2007	0	0	1	"GLP"	0.6	-2.9	44.18846	0	"CH"	4.0	0.0	1.0
4	11.0	296260.0	94705.2595565319	48.0	2	5.4	4.63	-0.77	0	0	18	10	2015	23	10	2011	0	0	1	"GLP"	0.7	1.3	5.409647145	0	"CH"	4.0	0.0	1.0
4	41.0	114215.0	36511.04136887193	46.0	-1	5.0	7.43	2.43	0	0	19	10	2003	24	10	1999	0	0	0	"GP"	1.2	3.6	15.34998	0	"CH"	4.0	0.0	1.0
4	9.0	2810.0	898.2710380554199	48.0	0	7.43	9.6	2.17	0	0	21	10	2007	19	10	2003	0	0	0	"GP"	-0.5	-9.9	11.14783	0	"CH"	4.0	0.0	1.0
4	13.0	14574.0	4658.862020730972	48.0	1	9.6	8.4	-1.2	0	0	23	10	2011	21	10	2007	0	0	1	"GP"	0.6	-2.9	44.18846	0	"CH"	4.0	0.0	1.0
4	11.0	296260.0	94705.2595565319	48.0	2	8.4	7.06	-1.34	0	0	18	10	2015	23	10	2011	0	0	1	"GP"	0.7	1.3	5.409647145	0	"CH"	4.0	0.0	1.0
4	9.0	2810.0	898.2710380554199	48.0	0	23.32	19.5398	-3.7802	1	0	21	10	2007	19	10	2003	0	0	0	"SP"	-0.5	-9.9	11.14783	0	"CH"	1.0	1.0	1.0
4	11.0	296260.0	94705.2595565319	48.0	2	18.8	18.86	0.06	1	0	18	10	2015	23	10	2011	0	0	1	"SP"	0.0	7.2	16.68100877	0	"CH"	1.0	1.0	1.0
4	13.0	14574.0	4658.862020730972	48.0	1	19.5398	18.7	-0.8398	1	0	23	10	2011	21	10	2007	0	0	1	"SP"	0.6	-2.9	44.18846	0	"CH"	1.0	1.0	1.0
4	41.0	114215.0	36511.04136887193	46.0	-1	22.5	23.32	0.82	1	0	19	10	2003	24	10	1999	0	0	0	"SP"	1.2	3.6	15.34998	0	"CH"	1.0	1.0	1.0
4	9.0	2810.0	898.2710380554199	48.0	0	26.65	28.9	2.25	1	0	21	10	2007	19	10	2003	0	0	0	"SVP"	-0.5	-9.9	11.14783	0	"CH"	6.0	0.0	0.0
4	11.0	296260.0	94705.2595565319	48.0	2	26.6	29.43	2.83	1	0	18	10	2015	23	10	2011	0	0	1	"SVP"	0.0	7.2	16.68100877	0	"CH"	6.0	0.0	0.0
4	41.0	114215.0	36511.04136887193	46.0	-1	22.5	26.65	4.15	1	0	19	10	2003	24	10	1999	0	0	0	"SVP"	1.2	3.6	15.34998	0	"CH"	6.0	0.0	0.0
4	13.0	14574.0	4658.862020730972	48.0	1	28.9	26.6	-2.3	1	0	23	10	2011	21	10	2007	0	0	1	"SVP"	0.6	-2.9	44.18846	0	"CH"	6.0	0.0	0.0
4	9.0	2810.0	898.2710380554199	48.0	0	10.9	9.8	-1.1	0	0	21	10	2007	19	10	2003	0	0	0	"others"	-0.5	-9.9	11.14783	0	"CH"	7.0	0.0	0.0
4	13.0	14574.0	4658.862020730972	48.0	1	9.8	7.5	-2.3	0	0	23	10	2011	21	10	2007	0	0	1	"others"	0.6	-2.9	44.18846	0	"CH"	7.0	0.0	0.0
4	11.0	296260.0	94705.2595565319	48.0	2	4.0	3.7	-0.3	0	0	18	10	2015	23	10	2011	0	0	1	"others"	0.7	1.3	5.409647145	0	"CH"	7.0	0.0	0.0
4	41.0	114215.0	36511.04136887193	46.0	-1	11.6	10.9	-0.7	0	0	19	10	2003	24	10	1999	0	0	0	"others"	1.2	3.6	15.34998	0	"CH"	7.0	0.0	0.0
5	10.0	99875.0	84473.63383483887	17.0	-1	33.0	34.71	1.71	0	0	27	5	2001	26	5	1996	0	0	0	"Communist (AKEL)"	0.9	9.4	46.79155	0	"CY"	5.0	0.0	1.0
5	6.0	9280.0	7848.964782714844	60.0	1	31.1	32.7	1.6	1	1	22	5	2011	21	5	2006	0	0	1	"Communist (AKEL)"	1.6	2.1	21.8636	0	"CY"	5.0	0.0	1.0
5	17.0	46240.0	39109.496322631836	60.0	0	34.71	31.1	-3.61	1	0	21	5	2006	27	5	2001	0	0	0	"Communist (AKEL)"	2.1	8.2	36.85679	0	"CY"	5.0	0.0	1.0
5	10.0	99875.0	84473.63383483887	17.0	-1	34.5	34.0	-0.5	1	1	27	5	2001	26	5	1996	0	0	0	"Democratic Rally (cons)"	0.9	9.4	46.79155	0	"CY"	2.0	1.0	0.0
5	17.0	46240.0	39109.496322631836	60.0	0	34.0	30.3	-3.7	1	1	21	5	2006	27	5	2001	0	0	0	"Democratic Rally (cons)"	2.1	8.2	36.85679	0	"CY"	2.0	1.0	0.0
5	6.0	9280.0	7848.964782714844	60.0	1	30.3	34.3	4.0	0	0	22	5	2011	21	5	2006	0	0	1	"Democratic Rally (cons)"	1.6	2.1	21.8636	0	"CY"	2.0	1.0	0.0
5	6.0	9280.0	7848.964782714844	60.0	1	17.9	15.8	-2.1	1	0	22	5	2011	21	5	2006	0	0	1	"Democratic party (DIKO)"	1.6	2.1	21.8636	0	"CY"	2.0	1.0	0.0
5	17.0	46240.0	39109.496322631836	60.0	0	14.84	17.9	3.06	1	0	21	5	2006	27	5	2001	0	0	0	"Democratic party (DIKO)"	2.1	8.2	36.85679	0	"CY"	2.0	1.0	0.0
5	10.0	99875.0	84473.63383483887	17.0	-1	16.4	14.84	-1.56	1	0	27	5	2001	26	5	1996	0	0	0	"Democratic party (DIKO)"	0.9	9.4	46.79155	0	"CY"	2.0	1.0	0.0
5	17.0	46240.0	39109.496322631836	60.0	0	0.0	5.8	5.8	0	0	21	5	2006	27	5	2001	0	0	0	"European party (centrist)"	2.1	8.2	36.85679	0	"CY"	3.0	1.0	0.0
5	6.0	9280.0	7848.964782714844	60.0	1	5.8	3.9	-1.9	0	0	22	5	2011	21	5	2006	0	0	1	"European party (centrist)"	1.6	2.1	21.8636	0	"CY"	3.0	1.0	0.0
5	10.0	99875.0	84473.63383483887	17.0	-1	0.0	0.0	0.0	0	0	27	5	2001	26	5	1996	0	0	0	"European party (centrist)"	0.9	9.4	46.79155	0	"CY"	3.0	1.0	0.0
5	10.0	99875.0	84473.63383483887	17.0	-1	0.0	3.0	3.0	0	0	27	5	2001	26	5	1996	0	0	0	"New Horizons"	0.9	9.4	46.79155	0	"CY"	6.0	0.0	0.0
